Platz,Pl.AK,Name,Startnr.,Verein/Team,AK,Finish,Year,Finish_Minutes
2890,402,"Woll, Sven (GER)",8140,–,30-34,1900-01-01 03:59:26,2022,239.43333333333334
2891,388,"Janssen, Hayo (GER)",7085,Kamilla100/Ultrafriesen,50-54,1900-01-01 03:59:27,2022,239.45
2892,403,"Piro, André (GER)",7495,–,30-34,1900-01-01 03:59:27,2022,239.45
2893,404,"Kroll, Philipp (GER)",8378,–,30-34,1900-01-01 03:59:30,2022,239.5
2894,95,"Vonk, Fred (NED)",8172,–,60-64,1900-01-01 03:59:30,2022,239.5
2895,500,"Brunner, Alexander (AUT)",6343,–,40-44,1900-01-01 03:59:30,2022,239.5
2896,364,"De Groot, Eduard (NED)",7066,GVAV Triathlon,<30,1900-01-01 03:59:32,2022,239.53333333333333
2897,365,"Blome, Malte (GER)",9493,Schwarzer Block,<30,1900-01-01 03:59:33,2022,239.55
2898,366,"De La Fuente Aguilera, Pablo (ESP)",4429,Adidas Runners Hamburg,<30,1900-01-01 03:59:33,2022,239.55
2899,367,"Davies, Michael (GBR)",10494,–,<30,1900-01-01 03:59:33,2022,239.55
2900,501,"August, Karsten (GER)",1356,100 Marathon Club,40-44,1900-01-01 03:59:34,2022,239.56666666666666
2901,21,"Simon, Martin (GER)",9344,TuSpo Borken,65-69,1900-01-01 03:59:35,2022,239.58333333333334
2902,502,"Salomonsen, Tord (NOR)",10224,NBSIF,40-44,1900-01-01 03:59:35,2022,239.58333333333334
2903,389,"Labs, Frank (GER)",5036,MTV Müden / Örtze,50-54,1900-01-01 03:59:36,2022,239.6
2904,242,"Dr. Baufeld, Ralf (GER)",9376,–,55-59,1900-01-01 03:59:36,2022,239.6
2905,405,"Radtke, Henning (GER)",11371,–,30-34,1900-01-01 03:59:38,2022,239.63333333333333
2906,409,"Huen, Julien (GER)",10459,–,45-49,1900-01-01 03:59:39,2022,239.65
2907,406,"Linz, Patrick (GER)",12542,–,30-34,1900-01-01 03:59:41,2022,239.68333333333334
2908,407,"Obert, Mario (GER)",7231,Team Erdinger Alkoholfrei,30-34,1900-01-01 03:59:41,2022,239.68333333333334
2909,503,"Brun, Steffen (GER)",8267,SG Borken,40-44,1900-01-01 03:59:41,2022,239.68333333333334
2910,455,"Westheider, Tim (GER)",9057,SG Borken,35-39,1900-01-01 03:59:41,2022,239.68333333333334
2911,504,"Happe, Florian (GER)",5416,–,40-44,1900-01-01 03:59:44,2022,239.73333333333332
2912,505,"Demir, Volkan (GER)",12528,–,40-44,1900-01-01 03:59:45,2022,239.75
2913,410,"Corydon, Mikael (DEN)",10415,–,45-49,1900-01-01 03:59:45,2022,239.75
2914,368,"Mann, Jan Erik (GER)",15595,–,<30,1900-01-01 03:59:46,2022,239.76666666666668
2915,243,"Eisenhuth, Dirk (GER)",11275,–,55-59,1900-01-01 03:59:47,2022,239.78333333333333
2916,408,"Skov, Rasmus (DEN)",10018,8KRC,30-34,1900-01-01 03:59:48,2022,239.8
2917,506,"Bayer, Nico (GER)",11319,–,40-44,1900-01-01 03:59:48,2022,239.8
2918,411,"Dr. Becker, Patrick (GER)",7529,–,45-49,1900-01-01 03:59:49,2022,239.81666666666666
2919,369,"Gördes, Bernd (GER)",8486,–,<30,1900-01-01 03:59:50,2022,239.83333333333334
2920,390,"Uebersax, Dan (SUI)",9211,MegaJoule,50-54,1900-01-01 03:59:51,2022,239.85
2921,96,"Gördes, Bernhard (GER)",7216,SV Lembeck,60-64,1900-01-01 03:59:51,2022,239.85
2922,412,"Sprenger, Carsten (GER)",9279,Bergische Zapfhähne,45-49,1900-01-01 03:59:51,2022,239.85
2923,456,"Zergon, André (GER)",9258,–,35-39,1900-01-01 03:59:52,2022,239.86666666666667
2924,457,"Ulrich, Thomas (GER)",12109,TRIATUS,35-39,1900-01-01 03:59:53,2022,239.88333333333333
2925,244,"Cardell, Hartwig (GER)",10079,Dockkoog Runner,55-59,1900-01-01 03:59:58,2022,239.96666666666667
2926,391,"Bei Der Kellen, Burkhard (GER)",4489,FC SW Kalkriese,50-54,1900-01-01 03:59:58,2022,239.96666666666667
2927,507,"Maahs, Martin (GER)",9290,Eintracht Frankfurt Triathlon,40-44,1900-01-01 03:59:58,2022,239.96666666666667
2928,392,"Obermeier, Florian (GER)",10273,Schwule Mädchen,50-54,1900-01-01 04:00:01,2022,240.01666666666668
2929,409,"Lind, Scott (DEN)",8395,–,30-34,1900-01-01 04:00:01,2022,240.01666666666668
2930,370,"Bolte, Simon (GER)",6044,–,<30,1900-01-01 04:00:01,2022,240.01666666666668
2931,410,"Beenfeldt, Sebastian (DEN)",10482,–,30-34,1900-01-01 04:00:04,2022,240.06666666666666
2932,393,"Tausche, Andre (GER)",11335,–,50-54,1900-01-01 04:00:04,2022,240.06666666666666
2933,394,"Schott, Dirk (GER)",11367,–,50-54,1900-01-01 04:00:07,2022,240.11666666666667
2934,411,"Schrod, Alexander (GER)",11170,–,30-34,1900-01-01 04:00:07,2022,240.11666666666667
2935,245,"Prof. Vejin, Predrag (SRB)",1392,AKApatin,55-59,1900-01-01 04:00:07,2022,240.11666666666667
2936,413,"Knapp, Daniel (GER)",7109,LG Burg Wiedenbrück,45-49,1900-01-01 04:00:10,2022,240.16666666666666
2937,508,"Beilmann, Mathias (GER)",7288,Waldalgesheim Gepards,40-44,1900-01-01 04:00:10,2022,240.16666666666666
2938,458,"Hauk, Patrick (GER)",8396,–,35-39,1900-01-01 04:00:10,2022,240.16666666666666
2939,395,"Müller, Marco (GER)",9280,Berlin Grünau,50-54,1900-01-01 04:00:11,2022,240.18333333333334
2940,414,"Pfadt, Christian (GER)",12529,–,45-49,1900-01-01 04:00:13,2022,240.21666666666667
2941,415,"Silveri, Luigi (ITA)",8174,–,45-49,1900-01-01 04:00:14,2022,240.23333333333332
2942,416,"Drescher, Jens (GER)",9080,TSV Lothe 04,45-49,1900-01-01 04:00:15,2022,240.25
2943,509,"Seifert, Martin (GER)",11513,–,40-44,1900-01-01 04:00:20,2022,240.33333333333334
2944,412,"Tiedemann, Hannes (GER)",10451,–,30-34,1900-01-01 04:00:20,2022,240.33333333333334
2945,396,"Siebert, Karsten (GER)",6302,SC Schwarz-Gold e.V.,50-54,1900-01-01 04:00:21,2022,240.35
2946,510,"Wiegand, Sebastian (GER)",7241,Team Roadrunner,40-44,1900-01-01 04:00:23,2022,240.38333333333333
2947,511,"Friedrich, Marcus (GER)",10335,Team Roadrunner,40-44,1900-01-01 04:00:24,2022,240.4
2948,246,"Kastl, Lothar (GER)",8280,Eintracht Frankfurt Triathlon,55-59,1900-01-01 04:00:24,2022,240.4
2949,512,"Bernd, Thomas (GER)",6135,LAG Saarbrücken,40-44,1900-01-01 04:00:24,2022,240.4
2950,247,"Johannson, Björn (GER)",7120,LT Hofgeismar,55-59,1900-01-01 04:00:27,2022,240.45
2951,459,"Hahn, Artjom (GER)",10480,–,35-39,1900-01-01 04:00:29,2022,240.48333333333332
2952,417,"Ladegaard, Morten (DEN)",5208,–,45-49,1900-01-01 04:00:30,2022,240.5
2953,513,"Gliesche, Felix (GER)",14099,–,40-44,1900-01-01 04:00:31,2022,240.51666666666668
2954,371,"Marks, Timo (GER)",11220,–,<30,1900-01-01 04:00:31,2022,240.51666666666668
2955,397,"Hoang, Lam (VIE)",12091,unicorn,50-54,1900-01-01 04:00:31,2022,240.51666666666668
2956,372,"Berisha, Mergim (GER)",11181,–,<30,1900-01-01 04:00:31,2022,240.51666666666668
2957,460,"Waschull, Sebastian (GER)",11049,–,35-39,1900-01-01 04:00:32,2022,240.53333333333333
2958,413,"Prof. Schönbeck, Jeppe (DEN)",7090,KPA Inventar,30-34,1900-01-01 04:00:33,2022,240.55
2959,414,"Dr. Møller, Anders (DEN)",7196,SMT,30-34,1900-01-01 04:00:33,2022,240.55
2960,514,"Springer, Eike (GER)",8255,Personal Training Eike Springer,40-44,1900-01-01 04:00:37,2022,240.61666666666667
2961,515,"Löffler, Klemens (AUT)",7075,HERVIS Sports Wien,40-44,1900-01-01 04:00:40,2022,240.66666666666666
2962,418,"Jahnke, Daniel (GER)",12363,VfL Kutenholz,45-49,1900-01-01 04:00:41,2022,240.68333333333334
2963,248,"Schutijser, Guus (NED)",6351,–,55-59,1900-01-01 04:00:41,2022,240.68333333333334
2964,516,"Stemmer, Thomas (GER)",13091,–,40-44,1900-01-01 04:00:42,2022,240.7
2965,249,"Barthold, Mathias (GER)",10222,Muschelschubser,55-59,1900-01-01 04:00:44,2022,240.73333333333332
2966,461,"Schüler, Frederick (GER)",9194,–,35-39,1900-01-01 04:00:46,2022,240.76666666666668
2967,398,"Sickmann, Christian (GER)",7269,TTC Schwelm Berghausen,50-54,1900-01-01 04:00:47,2022,240.78333333333333
2968,250,"Levieil, Yann (FRA)",4321,–,55-59,1900-01-01 04:00:55,2022,240.91666666666666
2969,462,"Brink, Hans (GER)",14409,EFS Hundsmühlen,35-39,1900-01-01 04:00:56,2022,240.93333333333334
2970,22,"Placke, Peter (GER)",9318,MTV Vorsfelde,65-69,1900-01-01 04:00:59,2022,240.98333333333332
2971,373,"Scheffzek, Valentin (GER)",9452,Team Feinschnitt,<30,1900-01-01 04:01:04,2022,241.06666666666666
2972,374,"Heckmann, Jona (GER)",9339,Team Feinschnitt,<30,1900-01-01 04:01:04,2022,241.06666666666666
2973,415,"Bello, Emmanuel David (ARG)",8169,–,30-34,1900-01-01 04:01:04,2022,241.06666666666666
2974,517,"Berlik, Maximilian (GER)",8472,–,40-44,1900-01-01 04:01:04,2022,241.06666666666666
2975,375,"Behn, Hendrik (GER)",9018,HSG Elbvororte,<30,1900-01-01 04:01:04,2022,241.06666666666666
2976,376,"Klever, Florian (GER)",9017,HSG Elbvororte,<30,1900-01-01 04:01:05,2022,241.08333333333334
2977,463,"Fritsche, René (GER)",11356,–,35-39,1900-01-01 04:01:05,2022,241.08333333333334
2978,518,"Schmitz, Alexander (GER)",8217,FC St. Pauli Marathon,40-44,1900-01-01 04:01:06,2022,241.1
2979,419,"Demetz, Alwin (ITA)",4239,ASV Gherdeina Runners,45-49,1900-01-01 04:01:07,2022,241.11666666666667
2980,377,"Pardun, Dennis (GER)",11475,–,<30,1900-01-01 04:01:07,2022,241.11666666666667
2981,251,"Jørgensen, Knud Chr. (DEN)",12364,Vidar Motion,55-59,1900-01-01 04:01:08,2022,241.13333333333333
2982,378,"Kuhlmann, Jonas (GER)",15059,–,<30,1900-01-01 04:01:08,2022,241.13333333333333
2983,464,"Ziegert, Christopher (GER)",11076,–,35-39,1900-01-01 04:01:09,2022,241.15
2984,379,"Mentzer, Rasmus (GER)",8321,–,<30,1900-01-01 04:01:10,2022,241.16666666666666
2985,399,"Löning, Holger (GER)",13109,–,50-54,1900-01-01 04:01:11,2022,241.18333333333334
2986,400,"Martensen, Sönke (GER)",8348,–,50-54,1900-01-01 04:01:12,2022,241.2
2987,519,"Baudach, Frederik (GER)",11508,–,40-44,1900-01-01 04:01:14,2022,241.23333333333332
2988,520,"Messina, Giacomo (ITA)",13409,–,40-44,1900-01-01 04:01:17,2022,241.28333333333333
2989,380,"Radtke, Jesko (GER)",5046,Nur der HSV,<30,1900-01-01 04:01:18,2022,241.3
2990,401,"Auerbach, Andreas (GER)",7121,LT Hofgeismar,50-54,1900-01-01 04:01:22,2022,241.36666666666667
2991,402,"Wissink, Olav (NED)",12187,–,50-54,1900-01-01 04:01:24,2022,241.4
2992,420,"Wunderlich, Markus (GER)",9499,Team Erdinger Alkoholfrei,45-49,1900-01-01 04:01:24,2022,241.4
2993,403,"Dr. Raps, Frank (GER)",4532,Lauffüchse Albert Einstein,50-54,1900-01-01 04:01:26,2022,241.43333333333334
2994,97,"Ranke, Gerd (GER)",10190,LGKV Verden,60-64,1900-01-01 04:01:32,2022,241.53333333333333
2995,421,"Brüggmann, David (GER)",11431,–,45-49,1900-01-01 04:01:32,2022,241.53333333333333
2996,252,"Jirgl, Ludger (GER)",10158,Lauffreunde HADI Wesel,55-59,1900-01-01 04:01:34,2022,241.56666666666666
2997,465,"Peuckert, André (GER)",9284,BSG Stadtreinigung,35-39,1900-01-01 04:01:35,2022,241.58333333333334
2998,466,"Dr. Spehl, Timo (GER)",11221,–,35-39,1900-01-01 04:01:36,2022,241.6
2999,521,"Becker, Dirk (GER)",8315,–,40-44,1900-01-01 04:01:36,2022,241.6
3000,253,"Dr. Charlier, Jean-Christophe (BEL)",11241,–,55-59,1900-01-01 04:01:40,2022,241.66666666666666
3001,404,"Dr. Ahlert, Sascha (GER)",11342,–,50-54,1900-01-01 04:01:40,2022,241.66666666666666
3002,254,"Dr. Tablado, Manuel (ESP)",10242,Pernas Celtas,55-59,1900-01-01 04:01:41,2022,241.68333333333334
3003,416,"Rehbein, Patric (GER)",11516,–,30-34,1900-01-01 04:01:42,2022,241.7
3004,255,"Thomsen, Klaus (DEN)",10393,Vidar Motion,55-59,1900-01-01 04:01:44,2022,241.73333333333332
3005,422,"Gartz, Tino (GER)",13490,–,45-49,1900-01-01 04:01:44,2022,241.73333333333332
3006,522,"Sönksen, Lars (GER)",4342,–,40-44,1900-01-01 04:01:44,2022,241.73333333333332
3007,467,"Fischer, Daniel (GER)",13455,–,35-39,1900-01-01 04:01:45,2022,241.75
3008,381,"Mann, Nils Kristian (GER)",11353,–,<30,1900-01-01 04:01:46,2022,241.76666666666668
3009,405,"Claßen, Friedel-Bernd (GER)",13026,Emder Laufgemeinschaft ELG,50-54,1900-01-01 04:01:47,2022,241.78333333333333
3010,382,"Milke, Flemming (GER)",6010,–,<30,1900-01-01 04:01:49,2022,241.81666666666666
3011,383,"Fahrig, Tom (GER)",7537,–,<30,1900-01-01 04:01:50,2022,241.83333333333334
3012,423,"Ketteler, Thomas (GER)",9254,–,45-49,1900-01-01 04:01:52,2022,241.86666666666667
3013,424,"Ehrke, Heiko (GER)",10508,–,45-49,1900-01-01 04:01:53,2022,241.88333333333333
3014,384,"Feldhaus, Jannik (GER)",11282,–,<30,1900-01-01 04:01:54,2022,241.9
3015,385,"Tatsukawa, Ryunosuke (JPN)",15077,–,<30,1900-01-01 04:01:54,2022,241.9
3016,523,"Dreznjak, Tomas (GER)",11120,–,40-44,1900-01-01 04:01:55,2022,241.91666666666666
3017,98,"Dr. Burhenne, Stefan (GER)",10258,Running Coach,60-64,1900-01-01 04:01:55,2022,241.91666666666666
3018,524,"Schaul, Markus (GER)",12328,SLOS Ronsdorf,40-44,1900-01-01 04:01:55,2022,241.91666666666666
3019,406,"Hehr, Christian (GER)",8541,Die Kinderherz Läufer,50-54,1900-01-01 04:01:57,2022,241.95
3020,407,"De Vries, Arjan (NED)",9138,–,50-54,1900-01-01 04:01:58,2022,241.96666666666667
3021,256,"Schneemelcher, Volker (GER)",7291,Wittinger Lauf Team,55-59,1900-01-01 04:02:00,2022,242.0
3022,408,"Kaphengst, Martin (GER)",8316,–,50-54,1900-01-01 04:02:02,2022,242.03333333333333
3023,417,"Eckert, Christopher (GER)",13508,–,30-34,1900-01-01 04:02:04,2022,242.06666666666666
3024,425,"Schönfeld, Kay (GER)",13270,Mukki-Latte,45-49,1900-01-01 04:02:06,2022,242.1
3025,409,"Dohrmann, Bernd (GER)",10390,VfL Sittensen,50-54,1900-01-01 04:02:07,2022,242.11666666666667
3026,525,"Kallmeyer, Dennis (GER)",8275,SV NIKAR HEIDELBERG,40-44,1900-01-01 04:02:09,2022,242.15
3027,257,"Prof. Analitis, Andreas (GER)",6048,–,55-59,1900-01-01 04:02:10,2022,242.16666666666666
3028,386,"Franke, Nils (GER)",9201,–,<30,1900-01-01 04:02:11,2022,242.18333333333334
3029,410,"Hillebrecht, Frank (GER)",4357,LCS Hamburg,50-54,1900-01-01 04:02:11,2022,242.18333333333334
3030,526,"Wiek, Andre (GER)",14240,Citylauf-Verein Dresden e.V.,40-44,1900-01-01 04:02:11,2022,242.18333333333334
3031,418,"Ott, Andy (GER)",15325,Bundeswehr / Athletico Leipzig e. V.,30-34,1900-01-01 04:02:12,2022,242.2
3032,419,"Dr. Owen, John (GBR)",11239,–,30-34,1900-01-01 04:02:13,2022,242.21666666666667
3033,387,"Havlit, Kasper Kragskov (DEN)",11354,–,<30,1900-01-01 04:02:18,2022,242.3
3034,388,"Bergmann, John Rasmus (GER)",8014,–,<30,1900-01-01 04:02:18,2022,242.3
3035,468,"Habbe, Lennart (GER)",2114,–,35-39,1900-01-01 04:02:19,2022,242.31666666666666
3036,469,"Kathmann, Hendrik (GER)",5393,–,35-39,1900-01-01 04:02:20,2022,242.33333333333334
3037,470,"Sittel, Jakob (GER)",12488,–,35-39,1900-01-01 04:02:20,2022,242.33333333333334
3038,426,"Ibrahim, Ahmed (GER)",15313,–,45-49,1900-01-01 04:02:21,2022,242.35
3039,471,"Moreland, Luke (GBR)",7385,–,35-39,1900-01-01 04:02:25,2022,242.41666666666666
3040,389,"Kuchenbecker, Florian (GER)",10110,Freiwillige Feuerwehr Trappenkamp,<30,1900-01-01 04:02:27,2022,242.45
3041,527,"Runnebohm, Jens (GER)",11013,–,40-44,1900-01-01 04:02:27,2022,242.45
3042,427,"Runnebohm, Thorsten (GER)",11012,–,45-49,1900-01-01 04:02:28,2022,242.46666666666667
3043,99,"Schmidt, Holger (GER)",9345,Veiter Fighter,60-64,1900-01-01 04:02:30,2022,242.5
3044,428,"Mikosowski, Ingo (GER)",10068,Coimbra Racing Team,45-49,1900-01-01 04:02:32,2022,242.53333333333333
3045,472,"Ravenschlag, Tobias (GER)",14522,–,35-39,1900-01-01 04:02:34,2022,242.56666666666666
3046,528,"Hartung, Felix (GER)",11154,–,40-44,1900-01-01 04:02:35,2022,242.58333333333334
3047,429,"Dobrick, Mathias (GER)",15338,Team Erdinger Alkoholfrei,45-49,1900-01-01 04:02:41,2022,242.68333333333334
3048,473,"Mende, Florian (GER)",11510,–,35-39,1900-01-01 04:02:43,2022,242.71666666666667
3049,390,"Wall, Florian (GER)",10049,Barsbütteler SV,<30,1900-01-01 04:02:44,2022,242.73333333333332
3050,430,"Dr. Thomas, Daniel (GER)",9529,–,45-49,1900-01-01 04:02:44,2022,242.73333333333332
3051,474,"Breyer, Florian (GER)",9295,Flowrunners,35-39,1900-01-01 04:02:48,2022,242.8
3052,23,"Lahann, Hans-Peter (GER)",8537,BSG Schleswig-Holstein Netz,65-69,1900-01-01 04:02:48,2022,242.8
3053,411,"Kay, Joachim (GER)",4166,–,50-54,1900-01-01 04:02:49,2022,242.81666666666666
3054,431,"Bootz, Harald (GER)",8539,C&P Capeletti & Perl GmbH,45-49,1900-01-01 04:02:51,2022,242.85
3055,475,"Lassay, Paul (GER)",13192,Blaues Ballett,35-39,1900-01-01 04:02:53,2022,242.88333333333333
3056,529,"Tews, Martin (GER)",15088,–,40-44,1900-01-01 04:02:54,2022,242.9
3057,432,"Knauß, Markus (GER)",11245,–,45-49,1900-01-01 04:02:54,2022,242.9
3058,412,"Riha, Rainer (GER)",14309,–,50-54,1900-01-01 04:02:57,2022,242.95
3059,413,"Miller, Keith (GBR)",14262,New Forest Runners,50-54,1900-01-01 04:02:59,2022,242.98333333333332
3060,476,"Masuch, Patrick (GER)",10413,–,35-39,1900-01-01 04:03:01,2022,243.01666666666668
3061,258,"Klimek, Stephan (GER)",8168,–,55-59,1900-01-01 04:03:01,2022,243.01666666666668
3062,420,"Dr. Burg, Simon (GER)",13497,–,30-34,1900-01-01 04:03:02,2022,243.03333333333333
3063,414,"Riemann, Andreas (GER)",6280,LG Burg Wiedenbrück,50-54,1900-01-01 04:03:04,2022,243.06666666666666
3064,421,"Power, Conor (IRL)",11180,–,30-34,1900-01-01 04:03:04,2022,243.06666666666666
3065,415,"Hansen, Dirk (GER)",10060,BSG Generali,50-54,1900-01-01 04:03:06,2022,243.1
3066,530,"Marten, Marc (GER)",13529,–,40-44,1900-01-01 04:03:07,2022,243.11666666666667
3067,416,"Dr. Reintjes, Frank (GER)",15585,Friends for Life,50-54,1900-01-01 04:03:09,2022,243.15
3068,391,"Ye, Xin (CHN)",15387,–,<30,1900-01-01 04:03:12,2022,243.2
3069,433,"Lykke, Søren (DEN)",3197,Run for fun,45-49,1900-01-01 04:03:12,2022,243.2
3070,392,"Reischütz, Christoph (AUT)",13513,–,<30,1900-01-01 04:03:14,2022,243.23333333333332
3071,393,"Holzgräwe-Eichmann, Jonas (GER)",11010,–,<30,1900-01-01 04:03:15,2022,243.25
3072,259,"Witt, Michael (GER)",12380,–,55-59,1900-01-01 04:03:15,2022,243.25
3073,394,"Holzgräwe-Eichmann, Julius (GER)",11032,–,<30,1900-01-01 04:03:16,2022,243.26666666666668
3074,434,"Schlüter, Markus (GER)",12292,Likedeeler Stralsund,45-49,1900-01-01 04:03:22,2022,243.36666666666667
3075,395,"Kreft, Kevin (GER)",12211,–,<30,1900-01-01 04:03:22,2022,243.36666666666667
3076,396,"Heikens, Hauke (GER)",14152,–,<30,1900-01-01 04:03:24,2022,243.4
3077,397,"Däter, Henrik (GER)",5282,–,<30,1900-01-01 04:03:26,2022,243.43333333333334
3078,477,"Mosebach, Tobias (GER)",11098,–,35-39,1900-01-01 04:03:28,2022,243.46666666666667
3079,435,"Dr. Guttesen, Henrik (DEN)",11125,–,45-49,1900-01-01 04:03:28,2022,243.46666666666667
3080,478,"Lübbert, Toni (GER)",14053,–,35-39,1900-01-01 04:03:30,2022,243.5
3081,531,"Mcgillicuddy, Francis (GER)",14071,–,40-44,1900-01-01 04:03:33,2022,243.55
3082,398,"Bernaerts, Toon (BEL)",12180,–,<30,1900-01-01 04:03:33,2022,243.55
3083,422,"Preibisch, Christian (GER)",14041,–,30-34,1900-01-01 04:03:34,2022,243.56666666666666
3084,417,"Hornig, Thorsten (GER)",8513,Westerrönfeld,50-54,1900-01-01 04:03:35,2022,243.58333333333334
3085,532,"Franzen, Mario (GER)",8371,–,40-44,1900-01-01 04:03:35,2022,243.58333333333334
3086,418,"Herms, Steffen (GER)",9241,"Triathlonfüchse Osterburg e,V,",50-54,1900-01-01 04:03:37,2022,243.61666666666667
3087,399,"Brawand, Daniel (SUI)",6265,Gizistila,<30,1900-01-01 04:03:39,2022,243.65
3088,100,"Hofer, Otto (AUT)",9122,–,60-64,1900-01-01 04:03:39,2022,243.65
3089,260,"Jensen, Ole (GER)",11387,–,55-59,1900-01-01 04:03:40,2022,243.66666666666666
3090,261,"Sczepanski, Bernd (GER)",1332,LAV Hanburg-Nord,55-59,1900-01-01 04:03:47,2022,243.78333333333333
3091,436,"Poppe, Christian (GER)",7222,SVNA,45-49,1900-01-01 04:03:49,2022,243.81666666666666
3092,437,"Hüttig, Jürgen (GER)",8298,TV Dinklage,45-49,1900-01-01 04:03:49,2022,243.81666666666666
3093,419,"Stahnke, Erik (GER)",6448,Laufcamp.net,50-54,1900-01-01 04:03:53,2022,243.88333333333333
3094,262,"Moecklinghoff, Martin (GER)",8429,–,55-59,1900-01-01 04:03:54,2022,243.9
3095,420,"Zank, André (GER)",5359,–,50-54,1900-01-01 04:03:54,2022,243.9
3096,101,"Walbrodt, Uwe (GER)",13268,Mobiler Fußpilz,60-64,1900-01-01 04:03:54,2022,243.9
3097,421,"Gerdes, Christian (USA)",11059,–,50-54,1900-01-01 04:03:55,2022,243.91666666666666
3098,423,"Christensen, Mads (DEN)",7449,–,30-34,1900-01-01 04:04:00,2022,244.0
3099,438,"Schmidtsdorff, Martin (GER)",9219,Team Icehouse e.V.,45-49,1900-01-01 04:04:01,2022,244.01666666666668
3100,24,"Neugebauer, Dietmar (GER)",10187,LG Staffelsee Murnau,65-69,1900-01-01 04:04:01,2022,244.01666666666668
3101,533,"Jensen, Henrik Lodberg (POL)",12066,–,40-44,1900-01-01 04:04:07,2022,244.11666666666667
3102,102,"Dau, Thorkild (GER)",10318,TEAM Erdinger Alkoholfrei / LG Kfz-Service Dau,60-64,1900-01-01 04:04:07,2022,244.11666666666667
3103,439,"Gentsch, Jan (GER)",13450,–,45-49,1900-01-01 04:04:10,2022,244.16666666666666
3104,479,"Worsley-Tonks, Andrew (GBR)",11115,–,35-39,1900-01-01 04:04:11,2022,244.18333333333334
3105,424,"Baumann, Christopher (GER)",10310,Team Erdinger Alkoholfrei,30-34,1900-01-01 04:04:12,2022,244.2
3106,400,"Schwan, Lukas (GER)",5329,–,<30,1900-01-01 04:04:12,2022,244.2
3107,440,"Perini, Marco (ITA)",14034,–,45-49,1900-01-01 04:04:12,2022,244.2
3108,103,"Voltz, Michael (GER)",12088,–,60-64,1900-01-01 04:04:15,2022,244.25
3109,401,"Seegers, Marten (GER)",11379,–,<30,1900-01-01 04:04:17,2022,244.28333333333333
3110,534,"Jürgens, Uwe (GER)",4433,Airbus SG,40-44,1900-01-01 04:04:17,2022,244.28333333333333
3111,25,"Neuenfeld, Udo (GER)",8211,Die Renntiere,65-69,1900-01-01 04:04:20,2022,244.33333333333334
3112,441,"Klein, Erik (GER)",9513,–,45-49,1900-01-01 04:04:23,2022,244.38333333333333
3113,425,"Kouchen, Andre (GER)",14540,–,30-34,1900-01-01 04:04:24,2022,244.4
3114,422,"Piepenbrink, Heiko (GER)",4383,Handballverein Lüneburg,50-54,1900-01-01 04:04:24,2022,244.4
3115,442,"Reumann, Jan (GER)",12282,Laufen gegen Leiden e.V.,45-49,1900-01-01 04:04:25,2022,244.41666666666666
3116,263,"Kahlert, Thomas (GER)",12106,LC Duisburg,55-59,1900-01-01 04:04:25,2022,244.41666666666666
3117,104,"Jensen, Stefan (DEN)",11174,–,60-64,1900-01-01 04:04:30,2022,244.5
3118,423,"Ebbesen, Thomas (DEN)",9215,AAIG,50-54,1900-01-01 04:04:30,2022,244.5
